gene_name	synonyms	ecocyc_accession	common_name	position_min	summary	gene_product	b_number
EG10372		ECK1759	gdhA	39.69214		GDHA-MONOMER	b1761
EG11442		ECK2900	gcvT	65.700165		GCVT-MONOMER	b2905
EG11149	yffD	ECK2475	gcvR	56.012516		EG11149-MONOMER	b2479
EG11810		ECK2898	gcvP	65.62681		GCVP-MONOMER	b2903
EG10371	gcv	ECK2899	gcvH	65.69127		LIPOYL-GCVH // GCVH-MONOMER	b2904
G0-8867	psrA11 // IS145	ECK2804	gcvB	63.3976		GCVB-RNA	b4443
EG11795		ECK2803	gcvA	63.37507		PD00339	b2808
EG11583		ECK0500	gcl	11.502715		GLYOCARBOLIG-MONOMER	b0507
EG10369		ECK0123	gcd	2.9910688		GLUCDEHYDROG-MONOMER	b0124
G7128		ECK2088	gatZ	46.85959		G7128-MONOMER	b2095
EG12419	yegF	ECK2089	gatY	46.8874		TAGAALDOL2-MONOMER	b2096
EG12162	b2090 // b2087	ECK2083	gatR	46.78065		PD00338	b4498
EG12417		ECK2084	gatD	46.79009		GALACTITOLPDEHYD-MONOMER	b2091
EG12416		ECK2085	gatC	46.813526		GATC-MONOMER	b2092
EG12415		ECK2086	gatB	46.84285		GATB-MONOMER	b2093
EG12414		ECK2087	gatA	46.849636		GATA-MONOMER	b2094
EG11176	yhaE	ECK3113	garR	70.48927		TSA-REDUCT-MONOMER	b3125
EG12760	yhaU	ECK3115	garP	70.52603		YHAU-MONOMER	b3127
EG10016	yhaF	ECK3114	garL	70.5091		KDGALDOL-MONOMER	b3126
EG11175	yhaD	ECK3112	garK	70.46252		GKI-MONOMER	b3124
EG12522	yhaG	ECK3116	garD	70.56285		GALACTARDEHYDRA-MONOMER	b3128
G8205	b1416 // b1417	ECK1409	gapC	32.09446		G8205-MONOMER	b4493
EG10367	gad // gap1	ECK1777	gapA	40.131638		GAPDH-A-MONOMER	b1779
EG11319	ychD	ECK1231	galU	27.82322		GLUC1PURIDYLTRANS-MONOMER	b1236
EG10366	galB	ECK0747	galT	17.019436		GALACTURIDYLYLTRANS-MONOMER	b0758
EG10365	mglD	ECK2144	galS	48.27221		PD00261	b2151
EG10364	Rgal	ECK2835	galR	64.12801		PD03028	b2837
EG12148	Pgal	ECK2938	galP	66.53416		GALP-MONOMER	b2943
EG11698		ECK0745	galM	16.972342		ALDOSE1EPIM-MONOMER	b0756
EG10363	galA	ECK0746	galK	16.994617		GALACTOKIN-MONOMER	b0757
G7093	wcaN // yefG	ECK2036	galF	45.531933		G7093-MONOMER	b2042
EG10362	galD	ECK0748	galE	17.042187		UDPGLUCEPIM-MONOMER	b0759
G0-8914	IS183	ECK3500	gadY	78.956024		IS183-RNA	b4452
EG12243	yhiX	ECK3501	gadX	78.95866		EG12243-MONOMER	b3516
EG12242	yhiW	ECK3499	gadW	78.93504	ArcA appears to activate gadW gene expression under anaerobiosis. A putative ArcA binding site was  identified 131 bp upstream of this gene |CITS: [15699038]|, but no promoter upstream of it has been identified.	EG12242-MONOMER	b3515
G0-16680		ECK4575	gadF	78.82952		RNA0-392	b4718
EG11544	yhiE // yhiT	ECK3496	gadE	78.81603	The  gadE  gene expression could be  repressed  in a direct or indirect way by the OmpR protein. Since, using a gene array system,  a repression of this gene was observed as a result of  an up mutation in the ompR gene |CITS: [14523117]|.
	EG11544-MONOMER	b3512
G6786	acsA // xasA	ECK1486	gadC	33.801632		XASA-MONOMER	b1492
EG11490		ECK1487	gadB	33.838062		GLUTDECARBOXB-MONOMER	b1493
EG50009	gadS	ECK3502	gadA	78.98438		GLUTDECARBOXA-MONOMER	b3517
EG10361		ECK2656	gabT	60.166836		GABATRANSAM-MONOMER	b2662
EG11330		ECK2657	gabP	60.199535		GABP-MONOMER	b2663
EG11329		ECK2655	gabD	60.135334		SUCCSEMIALDDEHYDROG-MONOMER	b2661
G0-10706				95.68199		RNA0-368	
G0-10705				87.42945	This small RNA was identified by RNA-Seq |CITS: [21665928]|.		
G0-10704				86.20187	This small RNA was identified by RNA-Seq |CITS: [21665928]|.		
G0-10703				72.55204	This small RNA was identified by RNA-Seq |CITS: [21665928]|.		
G0-10702				72.26013	This small RNA was identified by RNA-Seq |CITS: [21665928]|.		
G0-10700				49.082912	This small RNA was identified by RNA-Seq |CITS: [21665928]|.		
G0-10698				35.999016	This small RNA was identified by RNA-Seq |CITS: [21665928]|.		
G0-10697				27.995937	Resequencing of multiple isolates of the MG1655 strain has identified several genetic variations, including an IS5 insertion in the region upstream of <i>oppA</i> in strain ATCC700926 |CITS: [22081388]|, which is the source of the genome sequence within EcoCyc (U00096.3).  This insertion disrupts the small RNA identified by RNA-Seq by |CITS: [21665928]|.		
G7832	yjeG	ECK4134	fxsA	94.11873		G7832-MONOMER	b4140
EG10360	far // fus	ECK3327	fusA	74.788025		EG10360-MONOMER	b3340
EG10359		ECK0671	fur	15.300587		PD00260	b0683
EG11162	yggD	ECK2925	fumE	66.241196		EG11162-MONOMER	b2929
G6903	ydhZ	ECK1671	fumD	37.80835		G6903-MONOMER	b1675
EG10358		ECK1606	fumC	36.305717		FUMC-MONOMER	b1611
EG10357		ECK4115	fumB	93.62356		FUMB-MONOMER	b4122
EG10356		ECK1607	fumA	36.339024		FUMA-MONOMER	b1612
EG10355		ECK2799	fucU	63.31556		EG10355-MONOMER	b2804
EG10353		ECK2800	fucR	63.3259		PD00444	b2805
EG10352		ECK2796	fucP	63.215317		FUCP-MONOMER	b2801
EG10351		ECK2794	fucO	63.164257		LACTALDREDUCT-MONOMER	b2799
EG10350		ECK2798	fucK	63.28497		FUCULOKIN-MONOMER	b2803
EG10349		ECK2797	fucI	63.244377		FUCISOM-MONOMER	b2802
EG10348	fucC // prd	ECK2795	fucA	63.18959		FUCPALDOL-MONOMER	b2800
EG10347	sfiB // sulB	ECK0096	ftsZ	2.2686965		EG10347-MONOMER	b0095
EG10346		ECK3448	ftsY	77.61784		EG10346-MONOMER	b3464
EG10345	ftsS	ECK3446	ftsX	77.580734		FTSX-MONOMER	b3462
EG10344		ECK0090	ftsW	2.1199996		EG10344-MONOMER	b0089
EG10342		ECK0094	ftsQ	2.2223768		EG10342-MONOMER	b0093
EG11376	sui // sufI	ECK3008	ftsP	68.106285		EG11376-MONOMER	b3017
EG11529	msgA	ECK3925	ftsN	88.812775		EG11529-MONOMER	b3933
EG11086	mraR // yabD	ECK0084	ftsL	1.9611982		EG11086-MONOMER	b0083
G6464	dinH	ECK0881	ftsK	20.105427		G6464-MONOMER	b0890
EG10341	pbpB // sep	ECK0085	ftsI	1.9694066		EG10341-MONOMER	b0084
EG11506	std // hflB // mrsC // tolZ	ECK3167	ftsH	71.634		EG11506-MONOMER	b3178
EG10340		ECK3447	ftsE	77.60338		FTSE-MONOMER	b3463
G7424	ygbQ	ECK2743	ftsB	61.885487		G7424-MONOMER	b2748
EG10339	divA	ECK0095	ftsA	2.2401938		EG10339-MONOMER	b0094
EG12073	yojK // yojL // apbE	ECK2206	ftp	49.777084		EG12073-MONOMER	b2214
G7033	yecI	ECK1900	ftnB	42.80642		G7033-MONOMER	b1902
EG10921	ftn // gen-165 // rsgA	ECK1904	ftnA	42.845005		EG10921-MONOMER	b1905
G6256		ECK0473	fsr	10.846914		FSR-MONOMER	b0479
EG11905	yijG // talC	ECK3938	fsaB	89.17183		EG11905-MONOMER	b3946
G6428	ybiZ // fsa // mipB	ECK0815	fsaA	18.60635		G6428-MONOMER	b0825
G7249	ypdG	ECK2382	fryC	54.00334		MONOMER0-6	b2386
G7250	ypdH	ECK2383	fryB	54.030674		G7250-MONOMER	b2387
G7246	ypdD	ECK2379	fryA	53.903008		G7246-MONOMER	b2383
EG11912	yijN	ECK3944	frwD	89.34616		EG11912-MONOMER	b3953
EG11908	yijJ	ECK3940	frwC	89.24689		FRWC-MONOMER	b3949
EG11909	yijK	ECK3941	frwB	89.27046		FRWB-MONOMER	b3950
EG11862	yiiI	ECK3891	frvX	88.11205		EG11862-MONOMER	b3898
EG11861	yiiH	ECK3890	frvR	88.0744		EG11861-MONOMER	b3897
EG11863	yiiJ	ECK3892	frvB	88.13489		FRVB-MONOMER	b3899
EG11864	yiiK	ECK3893	frvA	88.16639		FRVA-MONOMER	b3900
EG11273			fruL	1.8936671			b0079
EG10337	fpk	ECK2161	fruK	48.720306		1-PFK-MONOMER	b2168
G7990	fpr // fruF	ECK2162	fruB	48.740513		MONOMER0-4306 // FRUB-MONOMER	b2169
EG10336	ptsF	ECK2160	fruA	48.683506		FRUA-MONOMER	b2167
EG11091	yafA	ECK0240	frsA	5.5266314		EG11091-MONOMER	b0239
EG10335	rrf	ECK0171	frr	4.155245		EG10335-MONOMER	b0172
G6209	yaiN	ECK0354	frmR	8.178252		G6209-MONOMER	b0357
G6208	yaiM	ECK0352	frmB	8.133635		G6208-MONOMER	b0355
EG50010	adhC	ECK0353	frmA	8.153605		ADHC-MONOMER	b0356
G7727	yhfR	ECK3362	frlR	75.491486		G7727-MONOMER	b3375
G7726	yhfQ	ECK3361	frlD	75.47242		G7726-MONOMER	b3374
G7724	b3373 // yhfP // yhfO // b3372	ECK3360	frlC	75.4546		G7724-MONOMER	b4474
G7723	yhfN	ECK3359	frlB	75.43151		G7723-MONOMER	b3371
EG12908	yhfM	ECK3358	frlA	75.402245		YHFM-MONOMER	b3370
EG10334	fadI // flrD // fsrC	ECK3836	fre	86.74771		FMNREDUCT-MONOMER	b3844
EG10333		ECK4147	frdD	94.34157		FUM-MEMB2	b4151
EG10332		ECK4148	frdC	94.34953		FUM-MEMB1	b4152
EG10331		ECK4149	frdB	94.35828		FUM-FE-S	b4153
EG10330		ECK4150	frdA	94.37394		FUM-FLAVO	b4154
G7237	yfdW	ECK2370	frc	53.68787		G7237-MONOMER	b2374
EG10628	flxR // mvrA	ECK3916	fpr	88.62633		FLAVONADPREDUCT-MONOMER	b3924
G7195		ECK2297	folX	52.165157		H2NTPEPIM-MONOMER	b2303
EG50011	dhpS	ECK3166	folP	71.61379		H2PTEROATESYNTH-MONOMER	b3177
G6862	ydgB	ECK1601	folM	36.21504		G6862-MONOMER	b1606
EG11374		ECK0141	folK	3.387867		H2PTERIDINEPYROPHOSPHOKIN-MONOMER	b0142
EG11375		ECK2146	folE	48.322968		GTP-CYCLOHYDRO-I-MONOMER	b2153
EG10328	ads	ECK0522	folD	11.997345		FOLD-MONOMER	b0529
EG10327	dedC	ECK2309	folC	52.388115		FOLC-MONOMER	b2315
EG11673	ygiG	ECK3048	folB	69.03191		H2NEOPTERINALDOL-MONOMER	b3058
EG10326	tmr // tmrA	ECK0049	folA	1.0733894		DIHYDROFOLATEREDUCT-MONOMER	b0048
G7309		ECK2488	focB	56.314735		FOCB-MONOMER	b2492
EG11258	ycaE	ECK0895	focA	20.544603		FOCA-MONOMER	b0904
G0-10677	rydA	ECK4511	fnrS	30.35835		RNA0-349	b4699
EG10325	nirA // nirR // ossA // oxrA	ECK1330	fnr	30.135262		PD00197	b1334
EG11268	ftm // yhdD	ECK3274	fmt	73.986885		EG11268-MONOMER	b3288
G6833		ECK1560	flxA	35.470238		G6833-MONOMER	b1566
G7080	agn43 // yzzX // yeeQ // agn	ECK1993	flu	44.62935		G7080-MONOMER	b2000
EG10229	div	ECK2315	flk	52.523327		EG10229-MONOMER	b2321
EG11356	yedH	ECK1920	fliZ	43.098297		EG11356-MONOMER	b1921
EG11389		ECK1925	fliT	43.21119		EG11389-MONOMER	b1926
EG11388		ECK1924	fliS	43.202354		EG11388-MONOMER	b1925
EG11977	flaP	ECK1948	fliR	43.581314		EG11977-MONOMER	b1950
EG11976	flaQ	ECK1947	fliQ	43.575348		EG11976-MONOMER	b1949
EG11975	flaR	ECK1946	fliP	43.559254		EG11975-MONOMER	b1948
EG11224	flbD	ECK1945	fliO	43.55139		EG11224-MONOMER	b1947
EG10324	motD	ECK1944	fliN	43.54243		FLIN-FLAGELLAR-C-RING-SWITCH	b1946
EG10323	flaQ // fla // flaQII // flaAII // flaA // cheC2	ECK1943	fliM	43.520863		FLIM-FLAGELLAR-C-RING-SWITCH	b1945
EG10322	flaQI // flaAI // cheC1	ECK1942	fliL	43.510757		EG10322-MONOMER	b1944
G379	flaE	ECK1941	fliK	43.48422		G379-MONOMER	b1943
G378	flaO	ECK1940	fliJ	43.474735		G378-MONOMER	b1942
G377	fla // flaAIII // flaC	ECK1939	fliI	43.444748		G377-MONOMER	b1941
EG11656	flaAII.3 // flaBIII	ECK1938	fliH	43.429966		EG11656-MONOMER	b1940
EG11654	flaAII.2 // flaBII	ECK1937	fliG	43.408684		FLIG-FLAGELLAR-SWITCH-PROTEIN	b1939
EG11347	flaAII.1 // flaBI	ECK1936	fliF	43.373116		FLIF-FLAGELLAR-MS-RING	b1938
EG11346	fla // flaAI // flaN	ECK1935	fliE	43.361717		EG11346-MONOMER	b1937
EG10841	flbC // rfs	ECK1923	fliD	43.171524		EG10841-MONOMER	b1924
EG10321	H // flaF // hag	ECK1922	fliC	43.133564		EG10321-MONOMER	b1923
EG11355	rpoF // flaD	ECK1921	fliA	43.11116		EG11355-MONOMER	b1922
G7027		ECK1879	flhE	42.28193		G7027-MONOMER	b1878
EG10320	flbB	ECK1893	flhD	42.610844		EG10320-MONOMER	b1892
EG10319	flaI	ECK1892	flhC	42.598324		MONOMER0-2488	b1891
G7028	yecQ // flaG	ECK1881	flhB	42.33499		G7028-MONOMER	b1880
G370	flaH	ECK1880	flhA	42.290375		G370-MONOMER	b1879
G6562		ECK1055	flgN	24.332155		G6562-MONOMER	b1070
G369		ECK1056	flgM	24.341225		G369-MONOMER	b1071
EG11545	flaT	ECK1068	flgL	24.560932		EG11545-MONOMER	b1083
EG11967	flaS	ECK1067	flgK	24.525278		EG11967-MONOMER	b1082
G366	flaZ	ECK1066	flgJ	24.503582		G366-MONOMER	b1081
G365	flaM	ECK1065	flgI	24.479948		FLGI-FLAGELLAR-P-RING	b1080
G364	flaY	ECK1064	flgH	24.464651		FLGH-FLAGELLAR-L-RING	b1079
G363	flaL	ECK1063	flgG	24.446663		FLGG-FLAGELLAR-MOTOR-ROD-PROTEIN	b1078
G362	flaX	ECK1062	flgF	24.426691		FLGF-FLAGELLAR-MOTOR-ROD-PROTEIN	b1077
G361	flaK	ECK1061	flgE	24.400236		G361-MONOMER	b1076
G360	flaV	ECK1060	flgD	24.384724		G360-MONOMER	b1075
G359	flaW	ECK1059	flgC	24.375761		FLGC-FLAGELLAR-MOTOR-ROD-PROTEIN	b1074
G358	flbA	ECK1058	flgB	24.366713		FLGB-FLAGELLAR-MOTOR-ROD-PROTEIN	b1073
G357	flaU	ECK1057	flgA	24.349174		G357-MONOMER	b1072
EG12697		ECK2890	fldB	65.4908		OX-FLAVODOXIN2 // FLAVODOXIN2-MONOMER	b2895
EG10318		ECK0672	fldA	15.316422		OX-FLAVODOXIN1 // FLAVODOXIN1-MONOMER	b0684
EG11080	slpA // yaaD	ECK0029	fkpB	0.5563967		EG11080-MONOMER	b0028
G7716	yzzS	ECK3334	fkpA	74.90021		G7716-MONOMER	b3347
G7865	ytfC	ECK4203	fklB	95.41721		G7865-MONOMER	b4207
EG11565	yaaT	ECK0045	fixX	0.9794573		EG11565-MONOMER	b0044
EG11564	yaaS	ECK0044	fixC	0.9518163		EG11564-MONOMER	b0043
EG11563	yaaR	ECK0043	fixB	0.9304446		EG11563-MONOMER	b0042
EG11562	yaaQ	ECK0042	fixA	0.91353256		EG11562-MONOMER	b0041
G6414	ybiL	ECK0794	fiu	18.080826		G6414-MONOMER	b0805
EG10317	nbp	ECK3248	fis	73.49261		PD00196	b3261
EG11103	ybcA	ECK0528	fimZ	12.147572		EG11103-MONOMER	b0535
EG11974		ECK4306	fimI	97.89032		EG11974-MONOMER	b4315
EG10315	pilE	ECK4311	fimH	97.99976		EG10315-MONOMER	b4320
EG10314		ECK4310	fimG	97.988495		EG10314-MONOMER	b4319
EG10313		ECK4309	fimF	97.9768		EG10313-MONOMER	b4318
EG10312	hyp // pilH	ECK4304	fimE	97.85389		EG10312-MONOMER	b4313
EG10311	fimD_1 // fimD_2	ECK4308	fimD	97.91979		EG10311-MONOMER	b4317
EG10310	pilB	ECK4307	fimC	97.902725		EG10310-MONOMER	b4316
EG10309	pil	ECK4303	fimB	97.83062	
<i>fimB</i> transcription is regulated by growth phase and its repression require the alternative sigma factor, RpoS during enter stationary phase. Although the mechanism by which RpoS achieves negative control is unknown it is possible that the effect on <i>fimB</i> is exerted indirectly |CITS:[9108285]|.

By making use of microarray analysis, Constantinidou et al |CITS: [16377617]| concluded that FNR represses  <i>fimB</i> gene expression, but it is not know which of the three promoters (<i>fimB</i>p1, <i>fimB</i>p2, <i>fimB</i>p3) is affected. They also identified a putative FNR binding site upstream of the gene, but the sequence was not shown.	EG10309-MONOMER	b4312
EG10308	fimD // pilA	ECK4305	fimA	97.87711		EG10308-MONOMER	b4314
EG11873	yiiP	ECK3907	fieF	88.469986		YIIP-MONOMER	b3915
EG10307	ficT	ECK3349	fic	75.2073		EG10307-MONOMER	b3361
G7949	yjjS	ECK4357	fhuF	99.20767		G7949-MONOMER	b4367
EG10306		ECK1088	fhuE	24.977358		EG10306-MONOMER	b1102
EG10305		ECK0151	fhuD	3.6748772		FHUD-MONOMER	b0152
EG10304		ECK0150	fhuC	3.6577065		FHUC-MONOMER	b0151
EG10303		ECK0152	fhuB	3.6939867		FHUB-MONOMER	b0153
EG10302	T1 // T5rec // tonA	ECK0149	fhuA	3.6082842		EG10302-MONOMER	b0150
EG10301	fhl	ECK2726	fhlA	61.49401		PD02936	b2731
EG30027		ECK0449	ffs	10.264622		FFS-RNA	b0455
EG10300		ECK2607	ffh	59.169323		EG10300-MONOMER	b2610
G6267	ybbM	ECK0485	fetB	11.1292925		G6267-MONOMER	b0491
G6266	ybbL	ECK0484	fetA	11.114987		YBBL-MONOMER	b0490
EG10299		ECK0577	fes	13.200839		EG10299-MONOMER	b0585
EG10298		ECK0582	fepG	13.361536		FEPG-MONOMER	b0589
EG10297		ECK0580	fepE	13.319698		EG10297-MONOMER	b0587
EG10296		ECK0583	fepD	13.382843		FEPD-MONOMER	b0590
EG10295		ECK0581	fepC	13.344042		FEPC-MONOMER	b0588
EG10294		ECK0585	fepB	13.433881		FEPB-MONOMER	b0592
EG10293	cbr // cbt // fep // feuB	ECK0576	fepA	13.147346		EG10293-MONOMER	b0584
EG12933	yhgG	ECK3397	feoC	76.32472		EG12933-MONOMER	b3410
EG12102		ECK3396	feoB	76.27472		FEOB-MONOMER	b3409
EG12101		ECK3395	feoA	76.26946		EG12101-MONOMER	b3408
EG10292		ECK4282	fecR	97.3094		EG10292-MONOMER	b4292
EG10291		ECK4283	fecI	97.32987		PD00440	b4293
EG10290		ECK4277	fecE	97.17855		FECE-MONOMER	b4287
EG10289		ECK4278	fecD	97.19509		FECD-MONOMER	b4288
EG10288		ECK4279	fecC	97.21562		FECC-MONOMER	b4289
EG10287		ECK4280	fecB	97.23706		FECB-MONOMER	b4290
EG10286		ECK4281	fecA	97.25746		EG10286-MONOMER	b4291
G6706	ydbM // maoX // maoB	ECK1381	feaR	31.160847		G6706-MONOMER	b1384
G7961	ydbG // padA	ECK1382	feaB	31.185427		PHENDEHYD-MONOMER	b1385
EG11328		ECK2522	fdx	57.237125		OX-FERREDOXIN // FERREDOXIN-MONOMER	b2525
G6287	ylbD	ECK0511	fdrA	11.777703		G6287-MONOMER	b0518
EG11856		ECK3885	fdoI	87.92613		FDOI-MONOMER	b3892
EG11857		ECK3886	fdoH	87.93974		FDOH-MONOMER	b3893
EG11858		ECK3887	fdoG	87.95946		FDOG-MONOMER	b3894
EG11229		ECK1470	fdnI	33.422108		FDNI-MONOMER	b1476
EG11228		ECK1469	fdnH	33.403214		FDNH-MONOMER	b1475
EG11227		ECK1468	fdnG	33.337288		FDNG-MONOMER	b1474
EG10285	chlF	ECK4072	fdhF	92.57952		FORMATEDEHYDROGH-MONOMER	b4079
EG10284		ECK3884	fdhE	87.90618		EG10284-MONOMER	b3891
EG11859		ECK3888	fdhD	88.02935		EG11859-MONOMER	b3895
EG11788	wcaG // yefB	ECK2046	fcl	45.807503		FCL-MONOMER	b2052
EG10283	fdp	ECK4227	fbp	95.97038		F16B-MONOMER	b4232
G7129	dhnA	ECK2090	fbaB	46.912434		FRUCBISALD-CLASSI-MONOMER	b2097
EG10282	ald // fba // fda	ECK2921	fbaA	66.1438		FRUCTBISALD-CLASSII-MONOMER	b2925
EG11158	ygfA	ECK2907	fau	65.84382		EG11158-MONOMER	b2912
EG10281	dec // ole // oleR // thdB	ECK1175	fadR	26.60557		PD01520	b1187
G6244	ybaW // tesC	ECK0437	fadM	10.005101		G6244-MONOMER	b0443
EG10280	ttr	ECK2338	fadL	53.02651		EG10280-MONOMER	b2344
EG12357	ydiD	ECK1699	fadK	38.41255		EG12357-MONOMER	b1701
G7212	yfcX	ECK2335	fadJ	52.934063		G7212-MONOMER	b2341
G7213	yfcY	ECK2336	fadI	52.980255		G7213-MONOMER	b2342
G36	ygjL	ECK3071	fadH	69.62317		DIENOYLCOAREDUCT-MONOMER	b3081
G6105	yafH	ECK0222	fadE	5.1890793		ACYLCOADEHYDROG-MONOMER	b0221
EG11530	oldD	ECK1803	fadD	40.676487		ACYLCOASYN-MONOMER	b1805
EG10279	oldB	ECK3838	fadB	86.796295		FADB-MONOMER	b3846
EG10278	oldA	ECK3837	fadA	86.77103		FADA-MONOMER	b3845
EG11284	sfhC21 // sabA1 // sefA // yaeA	ECK0179	fabZ	4.354075		FABZ-MONOMER	b0180
EG11853	yiiD	ECK3881	fabY	87.84478		EG11853-MONOMER	b3888
EG11394	yijC	ECK3955	fabR	89.64625		EG11394-MONOMER	b3963
EG11528	envM // gts // qmeA	ECK1283	fabI	29.08988		ENOYL-ACP-REDUCT-NADH-MONOMER	b1288
EG10277		ECK1077	fabH	24.748926		FABH-MONOMER	b1091
EG11318		ECK1079	fabG	24.790096		3-OXOACYL-ACP-REDUCT-MONOMER	b1093
EG12606	vtr // cvc // fabJ // vtrB	ECK1081	fabF	24.817436		3-OXOACYL-ACP-SYNTHII-MONOMER	b1095
EG11317	tfpA	ECK1078	fabD	24.769802		MALONYL-COA-ACP-TRANSACYL-MONOMER	b1092
EG10274	fabC	ECK2317	fabB	52.575787		FABB-MONOMER	b2323
EG10273		ECK0945	fabA	21.887724		FABA-MONOMER	b0954
G0-10696		ECK4506	eyeA	5.8724785		RNA0-358	b4690
EG12738		ECK3084	exuT	69.91528		EXUT-MONOMER	b3093
EG12739		ECK3085	exuR	69.946045		PD03270	b3094
G7016	yobC	ECK1845	exoX	41.496433		G7016-MONOMER	b1844
G6295	ybcC	ECK0531	exoD	12.196045	<i>ybcC</i> had increased transcriptional levels upon osmotic upshift in experiments using DNA macroarrays |CITS: [12218039]|.	G6295-MONOMER	b0539
EG10272		ECK2998	exbD	67.88139		EG10272-MONOMER	b3005
EG10271		ECK2999	exbB	67.8907		EG10271-MONOMER	b3006
EG11610		ECK2366	evgS	53.523487		MONOMER0-4184 // MONOMER0-4185 // PHOSPHO-EVGS // EVGS-MONOMER	b2370
G0-17027		ECK4638	evgL	53.509594		MONOMER0-4493	b4781
EG11609		ECK2365	evgA	53.510155		PHOSPHO-EVGA // EVGA-MONOMER	b2369
G7289	ypfB	ECK2454	eutT	55.44366		G7289-MONOMER	b2459
G7292	ypfE	ECK2457	eutS	55.486065		G7292-MONOMER	b2462
EG12190	yfeG	ECK2432	eutR	55.026318	By making use of micro arrays analysis it was concluded that anarobiosis do not affect the expression of eutR gene, although FNR appears to repress  it.  A putative FNR binding site, which is not shown in the paper, was identified upstream of this gene |CITS: [12754220]|.	EG12190-MONOMER	b2437
G7290	ypfC	ECK2455	eutQ	55.4609		G7290-MONOMER	b2460
G7291	ypfD	ECK2456	eutP	55.47546		G7291-MONOMER	b2461
G7286	yffY // cchB	ECK2451	eutN	55.4062		G7286-MONOMER	b2456
G7287	yffZ // cchA	ECK2452	eutM	55.41469		G7287-MONOMER	b2457
G7271	yffJ	ECK2434	eutL	55.06102		G7271-MONOMER	b2439
G7270	yffI	ECK2433	eutK	55.04997		G7270-MONOMER	b2438
G7284	yffW	ECK2449	eutJ	55.357468		G7284-MONOMER	b2454
G7282	yffU	ECK2447	eutH	55.30102		G7282-MONOMER	b2452
G7283	yffV	ECK2448	eutG	55.33211		G7283-MONOMER	b2453
G7285	yffX	ECK2450	eutE	55.375713		G7285-MONOMER	b2455
G7288	ypfA // eutI	ECK2453	eutD	55.42184		G7288-MONOMER	b2458
EG50007		ECK2435	eutC	55.075436		EUTC-MONOMER	b2440
EG50006		ECK2436	eutB	55.094997		EUTB-MONOMER	b2441
G7281	yffT	ECK2446	eutA	55.270863		G7281-MONOMER	b2451
EG12343	yjjK	ECK4383	ettA	99.7243		YJJK-MONOMER	b4391
G6503	yccY	ECK0973	etp	22.496948		G6503-MONOMER	b0982
EG11826	yccC	ECK0972	etk	22.44955		EG11826-MONOMER	b0981
G6829	ydfS	ECK1550	essQ	35.34022		G6829-MONOMER	b1556
G6309	vlyS // ybcR	ECK0545	essD	12.439494		G6309-MONOMER	b0554
G0-10737		ECK4519	esrE	86.60662		RNA0-372	b4707
EG12332	yadR	ECK0155	erpA	3.8048954		EG12332-MONOMER	b0156
EG10270	rbaA // sdgE	ECK2564	era	58.222397		EG10270-MONOMER	b2566
EG11914	yijP	ECK3946	eptC	89.37619		EG11914-MONOMER	b3955
EG12267	yhjW	ECK3533	eptB	79.902245		EG12267-MONOMER	b3546
EG11613	yjdB	ECK4107	eptA	93.37079		EG11613-MONOMER	b4114
G7201	yfcM	ECK2320	epmC	52.65804		G7201-MONOMER	b2326
G7836	yjeK	ECK4140	epmB	94.24724		G7836-MONOMER	b4146
EG11211	genX // poxA // yjeA	ECK4151	epmA	94.4199		EG11211-MONOMER	b4155
EG10368	gapB // gap2	ECK2923	epd	66.197815		ERYTH4PDEHYDROG-MONOMER	b2927
EG10269	tpo // perA // ompB	ECK3391	envZ	76.147804		ENVZ-MONOMER	b3404
EG10268		ECK0558	envY	12.627983		PD00969	b0566
EG11741	acrS // yhdK	ECK3251	envR	73.52561		EG11741-MONOMER	b3264
EG12297	yibP // slm11	ECK3603	envC	81.58384		EG12297-MONOMER	b3613
EG11104	ybdA	ECK0584	entS	13.406865		YBDA-MONOMER	b0591
EG11105	ybdB	ECK0590	entH	13.5576725		EG11105-MONOMER	b0597
EG10264		ECK0579	entF	13.231431		MONOMER0-4398 // ENTF-PANT // ENTF-MONOMER	b0586
EG10263		ECK0587	entE	13.488086		ENTE-MONOMER	b0594
EG10262		ECK0575	entD	13.130218		ENTD-MONOMER	b0583
EG10261	fepF	ECK0586	entC	13.462555		ENTC-MONOMER	b0593
EG10260	entG	ECK0588	entB	13.523073		HOLO-ENTB // ENTB-MONOMER	b0595
EG10259		ECK0589	entA	13.541536		ENTA-MONOMER	b0596
EG10258		ECK2773	eno	62.620872		ENOLASE-MONOMER	b2779
EG11336		ECK2940	endA	66.578606		EG11336-MONOMER	b2945
G6622	ycgP // mltE // sltZ	ECK1181	emtA	26.783136		G6622-MONOMER	b1193
EG13283		ECK2363	emrY	53.442997		EMRY-MONOMER	b2367
G7233		ECK2364	emrK	53.47613		G7233-MONOMER	b2368
EG10629	eb // mvrC	ECK0534	emrE	12.243809		EMRE-MONOMER	b0543
EG11693	yicQ	ECK3664	emrD	83.029106		EMRD-MONOMER	b3673
EG11439		ECK2680	emrB	60.59515		EMRB-MONOMER	b2686
EG11354		ECK2679	emrA	60.56954		EG11354-MONOMER	b2685
EG12166	ycbC	ECK0911	elyC	20.95422		EG12166-MONOMER	b0920
G6483	ycbT	ECK0932	elfG	21.582983		G6483-MONOMER	b0941
